phase	kind	file	line	target	change	text
p023	plan-tests/include	plan/ws030/tests/libvulkan-job-race.c	12	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	15	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	17	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	18	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	19	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	20	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	21	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	22	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-memory.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-notify.c	12	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-notify.c	13	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-notify.c	14	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-pipeline.c	14	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-pipeline.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-pipeline.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-pipeline.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-pipeline.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-resources.c	12	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-resources.c	13	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-resources.c	14	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-resources.c	15	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-resources.c	16	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-sync.c	12	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-sync.c	13	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-sync.c	14	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-sync.c	15	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-sync.c	16	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	plan-tests/include	plan/ws030/tests/libvulkan-sync.c	17	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	17	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	18	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	19	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	20	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	21	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	22	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/pci-device-cache.c	23	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	12	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	13	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	14	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	15	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	16	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/text-snapshot.c	18	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	plan-tests/include	plan/ws030/tests/vmspace-device.c	18	libc/include/fcntl.h	libc/include/fcntl.h -> include/fcntl.h	#include "libc/include/fcntl.h"
p023	plan-tests/include	plan/ws030/tests/vmspace-device.c	27	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/vmspace-device.c	28	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/vmspace-device.c	29	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/vmspace-device.c	30	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/vmspace-device.c	31	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/wsi-direct-only.c	12	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/wsi-discovery.c	15	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/wsi-discovery.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/wsi-discovery.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/wsi-discovery.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	15	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	16	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	17	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	19	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	20	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	21	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	22	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	23	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws030/tests/wsi-native.c	24	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/dp-host-test.c	8	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/dp-host-test.c	9	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/dp-host-test.c	10	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	19	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	20	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	21	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	22	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	23	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	24	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-cmd-test.c	25	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-compile-test.c	15	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-compile-test.c	16	libc/include/math.h	keep-root libc/include->include	#include <math.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-compile-test.c	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-compile-test.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-compile-test.c	19	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-compile-test.c	20	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eu-test.c	15	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eu-test.c	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eu-test.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eu-test.c	18	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eu-test.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eudump.c	6	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eudump.c	7	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eudump.c	8	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-eudump.c	9	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-gentool-eu.c	6	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-gentool-eu.c	7	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-gentool-eu.c	8	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-gentool-eu.c	9	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	21	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	22	libc/include/math.h	keep-root libc/include->include	#include <math.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	23	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	24	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	25	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	26	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-lower-test.c	27	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	29	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	30	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	31	libc/include/stdarg.h	keep-root libc/include->include	#include <stdarg.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	32	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	33	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	34	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	35	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-render-stubs.inc	36	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-spirv-test.c	14	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-spirv-test.c	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-spirv-test.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-spirv-test.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/i915-vk-spirv-test.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/kernel-placement-host.c	3	libc/include/assert.h	keep-root libc/include->include	#include <assert.h>
p023	plan-tests/include	plan/ws031/tests/kernel-placement-host.c	4	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/kernel-placement-host.c	5	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/kernel-placement-host.c	6	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/lcd-host-test.c	8	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/lcd-host-test.c	9	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/lcd-host-test.c	10	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/lcd-modeset-host-test.c	13	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/lcd-modeset-host-test.c	14	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/lcd-modeset-host-test.c	15	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/lcd-pattern-host.c	6	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/lcd-pattern-host.c	7	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/lcd-pattern-host.c	8	libc/include/inttypes.h	keep-root libc/include->include	#include <inttypes.h>
p023	plan-tests/include	plan/ws031/tests/mview-host-test.c	18	libc/include/math.h	keep-root libc/include->include	#include <math.h>
p023	plan-tests/include	plan/ws031/tests/mview-host-test.c	19	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/mview-host-test.c	20	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/mview-host-test.c	21	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/mview-host-test.c	22	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws031/tests/mview-host-test.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws031/tests/native-decide-host-test.c	5	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/native-decide-host-test.c	6	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/opregion-host-test.c	6	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/opregion-host-test.c	7	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws031/tests/opregion-host-test.c	8	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	plan-tests/include	plan/ws031/tests/vbt-host-test.c	9	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws031/tests/vbt-host-test.c	10	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws031/tests/vbt-host-test.c	11	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	3	libc/include/sys/time.h	keep-root libc/include->include	#include <sys/time.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	4	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	5	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	6	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	7	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	8	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/devnull-target.c	9	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/digest-target.c	3	libc/include/md5.h	keep-root libc/include->include	#include <md5.h>
p023	plan-tests/include	plan/ws032/tests/digest-target.c	4	libc/include/sha1.h	keep-root libc/include->include	#include <sha1.h>
p023	plan-tests/include	plan/ws032/tests/digest-target.c	5	libc/include/sha2.h	keep-root libc/include->include	#include <sha2.h>
p023	plan-tests/include	plan/ws032/tests/digest-target.c	6	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/digest-target.c	7	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	3	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	4	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	5	libc/include/dirent.h	keep-root libc/include->include	#include <dirent.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	6	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	7	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	8	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	9	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	10	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/fd-target.c	11	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	3	libc/include/sys/file.h	keep-root libc/include->include	#include <sys/file.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	4	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	5	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	7	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	8	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	9	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	10	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	11	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/flock-target.c	12	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/getrandom-target.c	3	libc/include/sys/random.h	keep-root libc/include->include	#include <sys/random.h>
p023	plan-tests/include	plan/ws032/tests/getrandom-target.c	4	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/getrandom-target.c	5	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/getrandom-target.c	6	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	3	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	4	libc/include/glob.h	keep-root libc/include->include	#include <glob.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	5	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	6	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	7	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	8	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws032/tests/glob-target.c	9	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	16	libc/include/netinet/in.h	keep-root libc/include->include	#include <netinet/in.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	17	libc/include/netinet/tcp.h	keep-root libc/include->include	#include <netinet/tcp.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	20	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	plan-tests/include	plan/ws032/tests/keepalive-target.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	5	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	6	libc/include/netdb.h	keep-root libc/include->include	#include <netdb.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	7	libc/include/netinet/in.h	keep-root libc/include->include	#include <netinet/in.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	8	libc/include/arpa/inet.h	keep-root libc/include->include	#include <arpa/inet.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	9	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	10	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	11	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	12	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	13	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	plan-tests/include	plan/ws032/tests/netdb-target.c	14	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	3	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	4	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	5	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	6	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	7	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	8	libc/include/grp.h	keep-root libc/include->include	#include <grp.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	9	libc/include/pwd.h	keep-root libc/include->include	#include <pwd.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	10	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	11	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	12	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	13	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	plan-tests/include	plan/ws032/tests/openbsd-target.c	14	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/opts-target.c	3	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws032/tests/opts-target.c	4	libc/include/getopt.h	keep-root libc/include->include	#include <getopt.h>
p023	plan-tests/include	plan/ws032/tests/opts-target.c	5	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/opts-target.c	6	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/opts-target.c	7	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/opts-target.c	8	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
