phase	kind	file	line	target	change	text
p023	c-include	include/kern/net.h	15	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/net.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/byteorder.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/ethernet.h	10	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/net/ethernet.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/inet-socket.h	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/net-device.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/net/net-device.h	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/packet-buf.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/net/packet-buf.h	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/route.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/socket.h	20	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/net/socket.h	21	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/net/socket.h	22	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/net/wlan.h	11	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/net/wlan.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/platform.h	15	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/platform.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/pmem.h	14	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/poll.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/posix-acl.h	11	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/posix-acl.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/posix-acl.h	13	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/process-timer.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/process-timer.h	13	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	include/kern/process.h	15	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/process.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/quota.h	13	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/quota.h	14	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/quota.h	15	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/readahead.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/readahead.h	13	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/record-lock.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/resource-limit.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/sched.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/signal.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/signal.h	17	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/swap-source.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/swap.h	15	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/swap.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/syscall.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/sysctl.h	11	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/system-swap-device.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/test-fault.h	11	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/test-fault.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/text-display.h	26	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/text-display.h	27	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/thread.h	21	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/thread.h	22	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/tty.h	11	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/tty.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/tty.h	13	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/uaccess.h	15	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/uaccess.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/uaccess.h	17	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/user-probe.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/usync.h	10	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/vm-commit.h	15	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/vm-commit.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/vm-device.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/vm-device.h	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/vm-object.h	22	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/vm-object.h	23	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/vm-object.h	24	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/vm-reclaim.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/vmspace.h	20	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/kern/vmspace.h	21	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/vmspace.h	22	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/kern/waitq.h	10	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/writeback.h	4	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/kern/writeback.h	5	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/blkid.h	14	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/blkid.h	15	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/block.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/block.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/block.h	17	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/cache-memory.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/console.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/console.h	16	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/dirent.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/fcntl.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/fcntl.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/fcntl.h	17	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/gpu-display.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/gpu-display.h	16	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/gpu-scanout.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/gpu-scanout.h	17	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/gpu.h	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/gpu.h	18	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/graphics.h	19	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/graphics.h	20	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/input.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/input.h	16	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/input.h	17	libc/include/sys/time.h	keep-root libc/include->include	#include <sys/time.h>
p023	c-include	include/uapi/io-stats.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/mountinfo.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/mountinfo.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/mountinfo.h	17	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/netif.h	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/netinet.h	20	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/poll.h	10	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/process.h	11	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/process.h	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/process.h	13	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/uapi/ptrace.h	20	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/ptrace.h	21	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/quota.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/readahead.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/reg.h	21	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/resource.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/route.h	20	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/select.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/signal.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/signal.h	16	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/snapshot.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/socket.h	19	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/socket.h	20	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/socket.h	22	libc/include/sys/time.h	keep-root libc/include->include	#include <sys/time.h>
p023	c-include	include/uapi/socket.h	23	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	include/uapi/sysctl.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/system.h	19	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/system.h	20	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/system.h	21	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/termios.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/termios.h	12	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/tls.h	10	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	include/uapi/tls.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/types.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/wlan.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	include/uapi/wlan.h	16	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	include/uapi/writeback.h	11	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	libc/catalog.c	8	libc/include/nl_types.h	libc/include/nl_types.h -> include/nl_types.h	#include "libc/include/nl_types.h"
p023	c-include	libc/catalog.c	9	libc/include/catalog-format.h	libc/include/catalog-format.h -> include/catalog-format.h	#include "libc/include/catalog-format.h"
p023	c-include	libc/catalog.c	11	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	libc/catalog.c	12	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	libc/catalog.c	13	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	libc/catalog.c	14	libc/include/locale.h	keep-root libc/include->include	#include <locale.h>
p023	c-include	libc/catalog.c	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	libc/catalog.c	16	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	libc/catalog.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	libc/catalog.c	18	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	libc/ctype.c	8	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	libc/err.c	12	libc/include/err.h	keep-root libc/include->include	#include <err.h>
p023	c-include	libc/err.c	13	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	libc/err.c	14	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	libc/err.c	15	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	libc/fenv.c	8	libc/include/fenv.h	keep-root libc/include->include	#include <fenv.h>
p023	c-include	libc/float-parse.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	libc/float-parse.c	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	libc/float-parse.c	18	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	libc/fmtmsg.c	12	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	libc/fmtmsg.c	13	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	libc/fmtmsg.c	14	libc/include/fmtmsg.h	keep-root libc/include->include	#include <fmtmsg.h>
p023	c-include	libc/fmtmsg.c	15	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	libc/fmtmsg.c	16	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	libc/fmtmsg.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	libc/fmtmsg.c	18	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
